text,category
payment mobile recharge payment id,Utilities
pos bank transfer debit ref,Transfer
card electricity bill payment ref,Utilities
upi uber ride charge,Transport
pos imps transfer txn,Transfer
debit unknown transaction ref,Other
txn jio recharge charge,Utilities
upi jio recharge payment,Utilities
txn gas bill transaction ref,Utilities
bank reward points credit debit,Other
bank lunch payment debit,Food
card bank transfer debit debit,Transfer
debit reward points credit txn,Other
pos atm withdrawal debit payment,Cash Withdrawal
upi cashback credited txn,Other
txn mobile recharge payment charge,Utilities
bank amazon order id,Shopping
card food delivery charge debit,Food
payment online shopping payment id,Shopping
debit neft transfer payment,Transfer
payment electricity bill payment id,Utilities
card restaurant bill payment payment,Food
debit taxi fare payment txn,Transport
txn dinner at restaurant ref,Food
debit ola cab ride payment,Transport
bank taxi fare payment payment,Transport
debit flipkart order charge,Shopping
txn taxi fare payment ref,Transport
card flipkart order payment,Shopping
debit upi payment to contact payment,Transfer
bank cash withdrawn from atm debit,Cash Withdrawal
card auto rickshaw ride payment,Transport
debit dinner at restaurant txn,Food
card neft transfer id,Transfer
card lunch payment id,Food
card reward points credit debit,Other
pos myntra fashion purchase debit,Shopping
debit taxi fare payment id,Transport
payment neft transfer payment,Transfer
payment water bill paid charge,Utilities
card cash withdrawn from atm debit,Cash Withdrawal
pos neft transfer charge,Transfer
pos gas bill transaction id,Utilities
txn metro ticket payment id,Transport
debit bank transfer debit debit,Transfer
debit electricity bill payment debit,Utilities
txn myntra fashion purchase payment,Shopping
txn electricity bill payment txn,Utilities
pos neft transfer charge,Transfer
bank food delivery charge txn,Food
bank fund transfer txn,Transfer
payment gas bill transaction id,Utilities
txn food delivery charge debit,Food
debit atm withdrawal debit debit,Cash Withdrawal
debit imps transfer id,Transfer
debit flipkart order ref,Shopping
debit food delivery charge debit,Food
card auto rickshaw ride charge,Transport
bank uber ride payment,Transport
card ola cab ride payment,Transport
debit electricity bill payment txn,Utilities
card imps transfer txn,Transfer
card atm wdl id,Cash Withdrawal
pos atm txn ref,Cash Withdrawal
debit jio recharge payment,Utilities
txn neft transfer debit,Transfer
debit atm txn payment,Cash Withdrawal
upi cash withdrawal atm debit,Cash Withdrawal
payment salary credit debit,Other
txn mobile recharge payment debit,Utilities
payment bus ticket debit,Transport
debit amazon order txn,Shopping
bank unknown transaction ref,Other
txn imps transfer payment,Transfer
upi zomato food order payment,Food
payment cash withdrawal atm debit,Cash Withdrawal
card imps transfer payment,Transfer
payment cab booking charge charge,Transport
card shopping mall purchase txn,Shopping
pos bus ticket id,Transport
card money sent to account id,Transfer
card auto rickshaw ride txn,Transport
payment cash withdrawn from atm id,Cash Withdrawal
bank wifi bill txn,Utilities
card metro ticket payment id,Transport
payment upi transfer to friend debit,Transfer
card fund transfer payment,Transfer
txn cafe bill charge,Food
txn taxi fare payment charge,Transport
bank auto rickshaw ride charge,Transport
upi mobile recharge payment payment,Utilities
upi taxi fare payment payment,Transport
card neft transfer debit,Transfer
upi jio recharge id,Utilities
txn cafe bill debit,Food
txn water bill paid payment,Utilities
pos gas bill transaction ref,Utilities
payment flipkart order txn,Shopping
card refund received debit,Other
card electricity bill payment payment,Utilities
card cafe bill ref,Food
txn unknown transaction id,Other
upi money sent to account ref,Transfer
card swiggy food order charge,Food
bank upi transfer to friend payment,Transfer
pos imps transfer payment,Transfer
txn salary credit charge,Other
upi cafe bill debit,Food
payment bus ticket payment,Transport
pos atm cash withdrawal payment,Cash Withdrawal
pos bus ticket ref,Transport
txn uber ride ref,Transport
card ajio clothing order id,Shopping
payment bus ticket payment,Transport
upi broadband payment txn,Utilities
card bank transfer debit txn,Transfer
bank mobile recharge payment id,Utilities
card shopping mall purchase ref,Shopping
pos atm withdrawal debit ref,Cash Withdrawal
pos swiggy food order charge,Food
txn cafe bill payment,Food
card taxi fare payment charge,Transport
pos imps transfer charge,Transfer
card taxi fare payment txn,Transport
payment restaurant bill payment charge,Food
payment ajio clothing order ref,Shopping
txn atm txn ref,Cash Withdrawal
bank dinner at restaurant txn,Food
pos uber ride id,Transport
card swiggy food order payment,Food
txn swiggy food order ref,Food
card salary credit txn,Other
debit reward points credit charge,Other
txn ola cab ride charge,Transport
debit reward points credit charge,Other
upi water bill paid payment,Utilities
txn cafe bill id,Food
pos electricity bill payment charge,Utilities
debit food delivery charge ref,Food
card reward points credit debit,Other
payment atm withdrawal debit txn,Cash Withdrawal
pos electricity bill payment txn,Utilities
card ola cab ride charge,Transport
upi bus ticket ref,Transport
upi jio recharge ref,Utilities
txn bank transfer debit txn,Transfer
payment cashback credited payment,Other
debit wifi bill charge,Utilities
debit jio recharge payment,Utilities
card wifi bill payment,Utilities
txn restaurant bill payment id,Food
upi lunch payment id,Food
txn reward points credit charge,Other
card online shopping payment txn,Shopping
upi uber ride debit,Transport
debit shopping mall purchase charge,Shopping
payment zomato food order charge,Food
pos money sent to account ref,Transfer
pos neft transfer debit,Transfer
txn upi transfer to friend id,Transfer
txn water bill paid payment,Utilities
pos swiggy food order charge,Food
card restaurant bill payment payment,Food
card salary credit payment,Other
pos myntra fashion purchase debit,Shopping
bank upi transfer to friend id,Transfer
card flipkart order txn,Shopping
card cash withdrawn from atm payment,Cash Withdrawal
card food delivery charge payment,Food
pos online shopping payment txn,Shopping
bank jio recharge debit,Utilities
debit ajio clothing order id,Shopping
card bank transfer debit charge,Transfer
upi food delivery charge id,Food
payment fund transfer id,Transfer
debit cafe bill charge,Food
pos shopping mall purchase txn,Shopping
bank food delivery charge ref,Food
bank lunch payment txn,Food
payment cash withdrawal atm ref,Cash Withdrawal
upi uber ride txn,Transport
txn upi payment to contact txn,Transfer
card online shopping payment txn,Shopping
txn atm withdrawal debit ref,Cash Withdrawal
upi jio recharge id,Utilities
pos swiggy food order ref,Food
bank cafe bill ref,Food
card myntra fashion purchase debit,Shopping
payment metro ticket payment payment,Transport
pos zomato food order txn,Food
upi auto rickshaw ride charge,Transport
debit gas bill transaction payment,Utilities
debit reward points credit id,Other
debit zomato food order ref,Food
bank lunch payment charge,Food
upi cash withdrawn from atm payment,Cash Withdrawal
upi electricity bill payment debit,Utilities
card upi transfer to friend txn,Transfer
card restaurant bill payment txn,Food
card atm withdrawal debit debit,Cash Withdrawal
bank mobile recharge payment ref,Utilities
payment cash withdrawal atm ref,Cash Withdrawal
card upi transfer to friend txn,Transfer
pos money sent to account id,Transfer
debit shopping mall purchase payment,Shopping
card money sent to account charge,Transfer
txn dinner at restaurant id,Food
bank cashback credited txn,Other
txn cash withdrawal atm payment,Cash Withdrawal
payment swiggy food order txn,Food
upi reward points credit ref,Other
card water bill paid id,Utilities
pos electricity bill payment id,Utilities
upi bus ticket debit,Transport
bank atm cash withdrawal debit,Cash Withdrawal
card meesho online order txn,Shopping
bank dinner at restaurant payment,Food
upi water bill paid debit,Utilities
card broadband payment debit,Utilities
pos taxi fare payment txn,Transport
card cash withdrawn from atm debit,Cash Withdrawal
upi jio recharge debit,Utilities
bank ajio clothing order debit,Shopping
txn food delivery charge charge,Food
debit shopping mall purchase payment,Shopping
txn water bill paid id,Utilities
txn taxi fare payment payment,Transport
payment salary credit debit,Other
debit ajio clothing order payment,Shopping
txn online shopping payment debit,Shopping
payment cash withdrawn from atm id,Cash Withdrawal
card mobile recharge payment charge,Utilities
txn upi transfer to friend ref,Transfer
debit food delivery charge charge,Food
pos cash withdrawn from atm ref,Cash Withdrawal
pos reward points credit id,Other
upi bus ticket ref,Transport
payment swiggy food order charge,Food
card zomato food order id,Food
debit upi transfer to friend payment,Transfer
pos bus ticket payment,Transport
bank interest credited payment,Other
upi money sent to account payment,Transfer
debit taxi fare payment payment,Transport
txn fund transfer payment,Transfer
debit zomato food order id,Food
payment cashback credited id,Other
debit flipkart order ref,Shopping
txn bus ticket ref,Transport
txn atm txn ref,Cash Withdrawal
upi food delivery charge ref,Food
debit meesho online order ref,Shopping
pos wifi bill ref,Utilities
upi interest credited ref,Other
pos reward points credit id,Other
txn meesho online order charge,Shopping
txn myntra fashion purchase payment,Shopping
pos taxi fare payment id,Transport
txn swiggy food order debit,Food
payment cafe bill txn,Food
card online shopping payment charge,Shopping
upi restaurant bill payment txn,Food
card food delivery charge charge,Food
bank interest credited payment,Other
card lunch payment ref,Food
pos water bill paid debit,Utilities
pos bank transfer debit debit,Transfer
txn meesho online order charge,Shopping
card cafe bill ref,Food
debit food delivery charge charge,Food
txn cash withdrawal atm id,Cash Withdrawal
upi online shopping payment payment,Shopping
pos amazon order payment,Shopping
txn money sent to account ref,Transfer
bank broadband payment ref,Utilities
card uber ride payment,Transport
pos cash withdrawn from atm ref,Cash Withdrawal
payment metro ticket payment ref,Transport
debit broadband payment payment,Utilities
payment meesho online order id,Shopping
txn bank transfer debit charge,Transfer
pos cashback credited txn,Other
payment upi transfer to friend charge,Transfer
payment money sent to account id,Transfer
debit salary credit payment,Other
upi fund transfer txn,Transfer
bank myntra fashion purchase charge,Shopping
payment reward points credit ref,Other
upi interest credited payment,Other
pos neft transfer debit,Transfer
bank atm cash withdrawal id,Cash Withdrawal
card unknown transaction txn,Other
upi swiggy food order id,Food
payment atm cash withdrawal txn,Cash Withdrawal
upi money sent to account charge,Transfer
upi bus ticket txn,Transport
card flipkart order payment,Shopping
upi atm cash withdrawal txn,Cash Withdrawal
debit amazon order id,Shopping
debit reward points credit txn,Other
payment shopping mall purchase txn,Shopping
payment cab booking charge id,Transport
txn refund received ref,Other
card dinner at restaurant txn,Food
card online shopping payment id,Shopping
bank interest credited debit,Other
card cashback credited txn,Other
payment uber ride payment,Transport
payment atm wdl payment,Cash Withdrawal
upi shopping mall purchase txn,Shopping
payment cash withdrawn from atm payment,Cash Withdrawal
bank shopping mall purchase id,Shopping
upi auto rickshaw ride charge,Transport
card online shopping payment id,Shopping
debit food delivery charge charge,Food
txn money sent to account debit,Transfer
debit cab booking charge debit,Transport
upi salary credit charge,Other
debit cab booking charge debit,Transport
pos bus ticket ref,Transport
pos reward points credit payment,Other
debit atm txn charge,Cash Withdrawal
upi gas bill transaction payment,Utilities
card electricity bill payment ref,Utilities
txn electricity bill payment id,Utilities
payment lunch payment txn,Food
txn electricity bill payment ref,Utilities
txn myntra fashion purchase txn,Shopping
txn broadband payment id,Utilities
payment gas bill transaction txn,Utilities
txn taxi fare payment id,Transport
txn water bill paid ref,Utilities
txn dinner at restaurant id,Food
upi atm txn payment,Cash Withdrawal
pos flipkart order ref,Shopping
card cash withdrawal atm txn,Cash Withdrawal
upi restaurant bill payment id,Food
card ola cab ride payment,Transport
upi atm txn txn,Cash Withdrawal
txn cash withdrawal atm payment,Cash Withdrawal
pos lunch payment id,Food
payment zomato food order debit,Food
debit cashback credited debit,Other
debit restaurant bill payment ref,Food
payment jio recharge payment,Utilities
card unknown transaction payment,Other
payment online shopping payment id,Shopping
bank gas bill transaction ref,Utilities
upi food delivery charge payment,Food
debit neft transfer id,Transfer
bank interest credited debit,Other
bank atm cash withdrawal charge,Cash Withdrawal
payment atm cash withdrawal charge,Cash Withdrawal
bank swiggy food order payment,Food
payment cafe bill id,Food
debit flipkart order ref,Shopping
txn shopping mall purchase id,Shopping
payment mobile recharge payment txn,Utilities
bank salary credit charge,Other
bank metro ticket payment debit,Transport
payment refund received ref,Other
debit atm withdrawal debit charge,Cash Withdrawal
card shopping mall purchase ref,Shopping
txn cash withdrawal atm ref,Cash Withdrawal
upi meesho online order debit,Shopping
upi wifi bill payment,Utilities
txn imps transfer ref,Transfer
card bank transfer debit txn,Transfer
upi water bill paid charge,Utilities
card cab booking charge charge,Transport
payment cafe bill debit,Food
pos imps transfer charge,Transfer
debit refund received debit,Other
upi online shopping payment ref,Shopping
pos auto rickshaw ride charge,Transport
txn salary credit debit,Other
upi jio recharge charge,Utilities
pos metro ticket payment debit,Transport
bank broadband payment ref,Utilities
pos money sent to account ref,Transfer
upi bus ticket ref,Transport
bank uber ride payment,Transport
pos flipkart order txn,Shopping
card atm txn id,Cash Withdrawal
bank metro ticket payment id,Transport
payment ola cab ride debit,Transport
upi fund transfer debit,Transfer
txn water bill paid payment,Utilities
bank salary credit txn,Other
payment lunch payment charge,Food
payment ola cab ride debit,Transport
bank uber ride id,Transport
pos zomato food order id,Food
bank interest credited payment,Other
txn money sent to account txn,Transfer
txn dinner at restaurant debit,Food
txn cashback credited debit,Other
upi reward points credit id,Other
debit electricity bill payment payment,Utilities
upi amazon order txn,Shopping
pos imps transfer payment,Transfer
txn money sent to account debit,Transfer
payment zomato food order txn,Food
txn dinner at restaurant txn,Food
bank cash withdrawn from atm debit,Cash Withdrawal
payment wifi bill charge,Utilities
bank ola cab ride txn,Transport
bank electricity bill payment charge,Utilities
bank jio recharge payment,Utilities
debit gas bill transaction txn,Utilities
bank bus ticket charge,Transport
txn money sent to account txn,Transfer
card dinner at restaurant payment,Food
payment cashback credited id,Other
bank cash withdrawal atm debit,Cash Withdrawal
txn upi transfer to friend debit,Transfer
txn unknown transaction debit,Other
pos ajio clothing order txn,Shopping
payment wifi bill id,Utilities
debit fund transfer id,Transfer
txn upi payment to contact id,Transfer
pos upi payment to contact charge,Transfer
payment myntra fashion purchase charge,Shopping
upi online shopping payment id,Shopping
pos auto rickshaw ride payment,Transport
debit atm withdrawal debit id,Cash Withdrawal
txn money sent to account charge,Transfer
card meesho online order id,Shopping
debit amazon order debit,Shopping
debit jio recharge ref,Utilities
pos bank transfer debit charge,Transfer
upi gas bill transaction txn,Utilities
payment atm txn txn,Cash Withdrawal
upi reward points credit ref,Other
pos refund received ref,Other
